State and area,Year,Unemployeement,gdp per capita,Birth Rate
Arkansas,2014,0.056,83723.53538,1.97
California,2014,0.071,120157.8045,1.84
Colorado,2014,0.043,106208.6411,1.77
Connecticut,2014,0.062,124061.2569,1.63
Delaware,2014,0.052,142093.1021,1.79
District of Columbia,2014,0.075,297619.8951,1.52
Florida,2014,0.06,85230.74873,1.77
Georgia,2014,0.067,99074.34849,1.87
Hawaii,2014,0.039,110209.5277,2
Idaho,2014,0.039,79936.61797,2.15
Illinois,2014,0.063,114050.7789,1.81
Indiana,2014,0.056,97666.84641,1.93
Iowa,2014,0.04,97675.63467,2.02
Kansas,2014,0.043,97253.70094,2.05
Kentucky,2014,0.055,91362.69376,1.96
Louisiana,2014,0.068,108220.0883,1.96
Maine,2014,0.052,77727.54602,1.66
Maryland,2014,0.055,108404.5939,1.82
Massachusetts,2014,0.054,125336.4764,1.58
Michigan,2014,0.064,91248.99756,1.83
Minnesota,2014,0.039,105011.0831,1.94
Mississippi,2014,0.071,80670.95749,1.89
Missouri,2014,0.057,90603.72686,1.87
Montana,2014,0.045,85311.95073,1.95
Nebraska,2014,0.03,106697.5084,2.16
Nevada,2014,0.076,94348.22032,1.87
New Hampshire,2014,0.04,93973.2349,1.58
New Jersey,2014,0.065,115759.5921,1.81
New Mexico,2014,0.064,95072.00547,1.91
New York,2014,0.058,142278.5567,1.73
North Carolina,2014,0.058,97945.29212,1.83
North Dakota,2014,0.026,139469.1051,2.24
Ohio,2014,0.053,100056.966,1.88
Oklahoma,2014,0.04,104584.1735,2.03
Oregon,2014,0.062,92424.50052,1.72
Pennsylvania,2014,0.055,104689.4608,1.76
Rhode Island,2014,0.069,93882.33604,1.56
South Carolina,2014,0.065,82643.32406,1.8
South Dakota,2014,0.032,99085.29512,2.27
Tennessee,2014,0.063,96344.17654,1.87
Texas,2014,0.048,117143.2425,2.09
Utah,2014,0.036,95815.73716,2.33
Vermont,2014,0.039,82857.93711,1.63
Virginia,2014,0.049,105360.5415,1.81
Washington,2014,0.057,120398.0672,1.85
West Virginia,2014,0.063,88763.1117,1.81
Wisconsin,2014,0.049,92024.50866,1.85
Wyoming,2014,0.041,130560.3686,1.99
Alabama,2014,0.062,87747.99029,1.83
Alaska,2014,0.063,149139.9193,2.19
Arizona,2014,0.064,87679.12636,1.97
Arkansas,2014,0.055,83668.11462,1.97
California,2014,0.069,120096.3803,1.84
Colorado,2014,0.042,106198.2175,1.77
Connecticut,2014,0.061,124014.7315,1.63
Delaware,2014,0.051,141922.3078,1.79
District of Columbia,2014,0.074,297260.0003,1.52
Florida,2014,0.06,85232.93544,1.77
Georgia,2014,0.066,99152.41204,1.87
Hawaii,2014,0.039,110147.7679,2
Idaho,2014,0.039,79759.29433,2.15
Illinois,2014,0.062,114169.3611,1.81
Indiana,2014,0.055,97656.00748,1.93
Iowa,2014,0.039,97689.72254,2.02
Kansas,2014,0.043,97266.97808,2.05
Kentucky,2014,0.054,91488.16141,1.96
Louisiana,2014,0.068,108248.4099,1.96
Maine,2014,0.05,77836.70653,1.66
Maryland,2014,0.054,108380.5843,1.82
Massachusetts,2014,0.052,125304.6186,1.58
Michigan,2014,0.062,91338.50054,1.83
Minnesota,2014,0.039,105001.7802,1.94
Mississippi,2014,0.069,80563.76544,1.89
Missouri,2014,0.057,90523.84213,1.87
Montana,2014,0.044,85228.67149,1.95
Nebraska,2014,0.03,106775.9321,2.16
Nevada,2014,0.075,94257.6576,1.87
New Hampshire,2014,0.039,93880.75726,1.58
New Jersey,2014,0.064,115813.8945,1.81
New Mexico,2014,0.064,95002.68489,1.91
New York,2014,0.058,142208.0835,1.73
North Carolina,2014,0.057,97859.86308,1.83
North Dakota,2014,0.026,139469.4417,2.24
Ohio,2014,0.052,100159.4729,1.88
Oklahoma,2014,0.04,104357.1421,2.03
Oregon,2014,0.06,92451.56538,1.72
Pennsylvania,2014,0.055,104664.8346,1.76
Rhode Island,2014,0.067,93858.40848,1.56
South Carolina,2014,0.065,82515.98305,1.8
South Dakota,2014,0.032,99062.75127,2.27
Tennessee,2014,0.062,96285.64021,1.87
Texas,2014,0.046,117195.5771,2.09
Utah,2014,0.036,95623.38846,2.33
Vermont,2014,0.039,82881.45214,1.63
Virginia,2014,0.048,105447.5995,1.81
Washington,2014,0.057,120343.0421,1.85
West Virginia,2014,0.064,88804.23848,1.81
Wisconsin,2014,0.048,92067.70928,1.85
Wyoming,2014,0.04,130718.2675,1.99
Alabama,2015,0.061,88304.30165,1.83
Alaska,2015,0.062,150707.2732,2.17
Arizona,2015,0.064,89355.43432,1.92
Arkansas,2015,0.055,84084.42345,1.98
California,2015,0.068,125434.4482,1.79
Colorado,2015,0.041,111069.5265,1.75
Connecticut,2015,0.06,127626.0043,1.61
Delaware,2015,0.05,145783.8609,1.81
District of Columbia,2015,0.074,302883.1469,1.48
Florida,2015,0.059,88878.26546,1.77
Georgia,2015,0.065,103254.3827,1.85
Hawaii,2015,0.038,113598.353,1.97
Idaho,2015,0.038,80357.1929,2.13
Illinois,2015,0.061,115875.155,1.81
Indiana,2015,0.054,96729.04472,1.93
Iowa,2015,0.039,100379.3411,2.01
Kansas,2015,0.043,99600.88831,2.05
Kentucky,2015,0.053,92312.95645,1.95
Louisiana,2015,0.068,107270.705,1.96
Maine,2015,0.049,78505.69473,1.64
Maryland,2015,0.054,111065.9597,1.8
Massachusetts,2015,0.052,129934.9133,1.55
Michigan,2015,0.06,93416.10117,1.81
Minnesota,2015,0.038,106574.8871,1.93
Mississippi,2015,0.068,80557.8627,1.87
Missouri,2015,0.056,91410.44983,1.86
Montana,2015,0.043,88141.3424,1.96
Nebraska,2015,0.029,110289.8882,2.15
Nevada,2015,0.074,98086.36225,1.86
New Hampshire,2015,0.038,96265.23637,1.59
New Jersey,2015,0.063,117604.2803,1.8
New Mexico,2015,0.065,95686.59202,1.9
New York,2015,0.057,144215.1847,1.71
North Carolina,2015,0.057,100469.1696,1.82
North Dakota,2015,0.026,136612.1433,2.16
Ohio,2015,0.052,101104.0442,1.87
Oklahoma,2015,0.04,108339.0049,2
Oregon,2015,0.058,96925.42498,1.7
Pennsylvania,2015,0.055,106645.1428,1.74
Rhode Island,2015,0.066,94754.50773,1.58
South Carolina,2015,0.064,85070.21774,1.79
South Dakota,2015,0.032,100864.3082,2.27
Tennessee,2015,0.061,99622.20123,1.85
Texas,2015,0.046,123097.9078,2.07
Utah,2015,0.036,98726.21892,2.29
Vermont,2015,0.038,83502.28406,1.58
Virginia,2015,0.048,107281.0286,1.8
Washington,2015,0.056,125262.378,1.82
West Virginia,2015,0.064,89016.4017,1.78
Wisconsin,2015,0.047,93768.97586,1.85
Wyoming,2015,0.039,133680.172,2.01
Alabama,2015,0.061,88148.48975,1.83
Alaska,2015,0.063,150745.4548,2.17
Arizona,2015,0.063,89260.93449,1.92
Arkansas,2015,0.054,84035.17853,1.98
California,2015,0.067,125365.9363,1.79
Colorado,2015,0.041,111032.0256,1.75
Connecticut,2015,0.059,127624.0581,1.61
Delaware,2015,0.049,145571.9376,1.81
District of Columbia,2015,0.073,302746.5535,1.48
Florida,2015,0.058,88848.92056,1.77
Georgia,2015,0.064,103284.9694,1.85
Hawaii,2015,0.038,113518.807,1.97
Idaho,2015,0.039,80131.50056,2.13
Illinois,2015,0.061,115881.3352,1.81
Indiana,2015,0.052,96718.63816,1.93
Iowa,2015,0.038,100432.0079,2.01
Kansas,2015,0.044,99621.15836,2.05
Kentucky,2015,0.053,92384.7577,1.95
Louisiana,2015,0.067,107400.7395,1.96
Maine,2015,0.048,78622.50485,1.64
Maryland,2015,0.053,110997.8661,1.8
Massachusetts,2015,0.051,130030.2448,1.55
Michigan,2015,0.059,93460.93216,1.81
Minnesota,2015,0.038,106494.7416,1.93
Mississippi,2015,0.067,80352.8789,1.87
Missouri,2015,0.056,91339.79932,1.86
Montana,2015,0.043,87989.12243,1.96
Nebraska,2015,0.029,110365.6084,2.15
Nevada,2015,0.073,97982.60497,1.86
New Hampshire,2015,0.038,96258.80517,1.59
New Jersey,2015,0.063,117652.0853,1.8
New Mexico,2015,0.066,95603.17053,1.9
New York,2015,0.056,144079.4544,1.71
North Carolina,2015,0.057,100321.788,1.82
North Dakota,2015,0.026,136891.9534,2.16
Ohio,2015,0.052,101214.4636,1.87
Oklahoma,2015,0.041,108050.6172,2
Oregon,2015,0.058,96895.51161,1.7
Pennsylvania,2015,0.055,106601.1158,1.74
Rhode Island,2015,0.065,94704.89831,1.58
South Carolina,2015,0.064,84947.79349,1.79
South Dakota,2015,0.032,100860.7437,2.27
Tennessee,2015,0.061,99543.67726,1.85
Texas,2015,0.045,123126.6846,2.07
Utah,2015,0.035,98521.21376,2.29
Vermont,2015,0.037,83546.60638,1.58
Virginia,2015,0.047,107330.207,1.8
Washington,2015,0.055,125190.1709,1.82
West Virginia,2015,0.065,89037.93717,1.78
Wisconsin,2015,0.047,93807.01152,1.85
Wyoming,2015,0.039,133742.5424,2.01
Alabama,2015,0.061,87971.82477,1.83
Alaska,2015,0.063,150779.0874,2.17
Arizona,2015,0.062,89155.94379,1.92
Arkansas,2015,0.054,83974.37814,1.98
California,2015,0.066,125287.8103,1.79
Colorado,2015,0.041,110972.6285,1.75
Connecticut,2015,0.058,127674.5444,1.61
Delaware,2015,0.049,145320.7812,1.81
District of Columbia,2015,0.072,302475.3026,1.48
Florida,2015,0.058,88789.15105,1.77
Georgia,2015,0.063,103293.126,1.85
Hawaii,2015,0.037,113448.3625,1.97
Idaho,2015,0.039,79898.46957,2.13
Illinois,2015,0.06,115805.7354,1.81
Indiana,2015,0.051,96666.04328,1.93
Iowa,2015,0.038,100471.6917,2.01
Kansas,2015,0.044,99642.57089,2.05
Kentucky,2015,0.053,92436.7667,1.95
Louisiana,2015,0.066,107553.0274,1.96
Maine,2015,0.047,78751.28417,1.64
Maryland,2015,0.053,110910.5256,1.8
Massachusetts,2015,0.05,130113.0196,1.55
Michigan,2015,0.058,93460.63695,1.81
Minnesota,2015,0.038,106368.7176,1.93
Mississippi,2015,0.067,80134.42612,1.87
Missouri,2015,0.056,91278.9916,1.86
Montana,2015,0.043,87851.19617,1.96
Nebraska,2015,0.03,110401.921,2.15
Nevada,2015,0.072,97870.84678,1.86
New Hampshire,2015,0.037,96301.65314,1.59
New Jersey,2015,0.062,117681.1894,1.8
New Mexico,2015,0.067,95519.58922,1.9
New York,2015,0.056,143951.2803,1.71
North Carolina,2015,0.058,100141.5397,1.82
North Dakota,2015,0.027,137228.1765,2.16
Ohio,2015,0.052,101277.0637,1.87
Oklahoma,2015,0.042,107779.4969,2
Oregon,2015,0.057,96793.94409,1.7
Pennsylvania,2015,0.055,106528.6663,1.74
Rhode Island,2015,0.064,94688.09047,1.58
South Carolina,2015,0.063,84826.77032,1.79
South Dakota,2015,0.032,100843.3703,2.27
Tennessee,2015,0.06,99425.8147,1.85
Texas,2015,0.045,123105.1267,2.07
Utah,2015,0.035,98293.19177,2.29
Vermont,2015,0.037,83623.14304,1.58
Virginia,2015,0.047,107353.5978,1.8
Washington,2015,0.055,125060.5846,1.82
West Virginia,2015,0.067,89023.01826,1.78
Wisconsin,2015,0.046,93829.75636,1.85
Wyoming,2015,0.04,133738.5596,2.01
Alabama,2015,0.061,88166.15872,1.83
Alaska,2015,0.063,150811.4884,2.17
Arizona,2015,0.062,89027.3802,1.92
Arkansas,2015,0.053,83907.71205,1.98
California,2015,0.065,125220.6025,1.79
Colorado,2015,0.04,110889.5952,1.75
Connecticut,2015,0.058,127795.3497,1.61
Delaware,2015,0.049,145036.7839,1.81
District of Columbia,2015,0.072,301992.8023,1.48
Florida,2015,0.057,88703.07711,1.77
Georgia,2015,0.063,103290.3779,1.85
Hawaii,2015,0.036,113375.6334,1.97
Idaho,2015,0.039,79675.74559,2.13
Illinois,2015,0.06,115672.1644,1.81
Indiana,2015,0.049,96560.07399,1.93
Iowa,2015,0.038,100525.2822,2.01
Kansas,2015,0.044,99657.05124,2.05
Kentucky,2015,0.053,92478.21972,1.95
Louisiana,2015,0.065,107738.7648,1.96
Maine,2015,0.046,78888.37513,1.64
Maryland,2015,0.052,110826.3564,1.8
Massachusetts,2015,0.05,130166.2463,1.55
Michigan,2015,0.057,93423.25865,1.81
Minnesota,2015,0.038,106221.8656,1.93
Mississippi,2015,0.066,79934.5774,1.87
Missouri,2015,0.055,91236.78759,1.86
Montana,2015,0.042,87758.12806,1.96
Nebraska,2015,0.03,110379.4962,2.15
Nevada,2015,0.071,97755.13789,1.86
New Hampshire,2015,0.036,96381.01609,1.59
New Jersey,2015,0.061,117712.5825,1.8
New Mexico,2015,0.067,95456.3642,1.9
New York,2015,0.055,143862.6779,1.71
North Carolina,2015,0.058,99953.2314,1.82
North Dakota,2015,0.028,137540.6231,2.16
Ohio,2015,0.051,101305.2103,1.87
Oklahoma,2015,0.043,107573.3484,2
Oregon,2015,0.057,96624.61295,1.7
Pennsylvania,2015,0.055,106431.213,1.74
Rhode Island,2015,0.063,94733.09455,1.58
South Carolina,2015,0.062,84720.81648,1.79
South Dakota,2015,0.031,100812.4248,2.27
Tennessee,2015,0.059,99287.50589,1.85
Texas,2015,0.045,123035.474,2.07
Utah,2015,0.035,98044.03803,2.29
Vermont,2015,0.036,83731.58963,1.58
Virginia,2015,0.046,107370.1344,1.8
Washington,2015,0.054,124876.4804,1.82
West Virginia,2015,0.068,88992.63506,1.78
Wisconsin,2015,0.046,93841.05676,1.85
Wyoming,2015,0.041,133702.7248,2.01
Alabama,2015,0.061,88396.17485,1.83
Alaska,2015,0.063,150885.0655,2.17
Arizona,2015,0.061,88887.97316,1.92
Arkansas,2015,0.052,83854.10486,1.98
California,2015,0.064,125194.435,1.79
Colorado,2015,0.039,110801.9307,1.75
Connecticut,2015,0.057,127984.174,1.61
Delaware,2015,0.049,144745.1111,1.81
District of Columbia,2015,0.07,301467.4836,1.48
Florida,2015,0.057,88607.75366,1.77
Georgia,2015,0.062,103303.3126,1.85
Hawaii,2015,0.035,113303.336,1.97
Idaho,2015,0.039,79479.88786,2.13
Illinois,2015,0.06,115542.5948,1.81
Indiana,2015,0.048,96418.94494,1.93
Iowa,2015,0.037,100614.293,2.01
Kansas,2015,0.043,99670.53443,2.05
Kentucky,2015,0.052,92530.56808,1.95
Louisiana,2015,0.064,107964.6994,1.96
Maine,2015,0.045,79027.5507,1.64
Maryland,2015,0.051,110773.2515,1.8
Massachusetts,2015,0.049,130226.0017,1.55
Michigan,2015,0.056,93377.57972,1.81
Minnesota,2015,0.038,106097.051,1.93
Mississippi,2015,0.065,79792.96254,1.87
Missouri,2015,0.053,91225.39264,1.86
Montana,2015,0.043,87722.346,1.96
Nebraska,2015,0.03,110318.394,2.15
Nevada,2015,0.07,97656.06647,1.86
New Hampshire,2015,0.035,96495.52364,1.59
New Jersey,2015,0.06,117774.2936,1.8
New Mexico,2015,0.067,95443.36364,1.9
New York,2015,0.054,143849.5558,1.71
North Carolina,2015,0.058,99796.87588,1.82
North Dakota,2015,0.028,137790.3307,2.16
Ohio,2015,0.05,101331.4213,1.87
Oklahoma,2015,0.044,107476.0789,2
Oregon,2015,0.056,96412.74042,1.7
Pennsylvania,2015,0.055,106337.0858,1.74
Rhode Island,2015,0.062,94849.96498,1.58
South Carolina,2015,0.061,84650.52654,1.79
South Dakota,2015,0.031,100786.8368,2.27
Tennessee,2015,0.058,99155.55464,1.85
Texas,2015,0.044,122941.1325,2.07
Utah,2015,0.035,97799.31612,2.29
Vermont,2015,0.036,83870.74475,1.58
Virginia,2015,0.045,107408.2412,1.8
Washington,2015,0.054,124670.3705,1.82
West Virginia,2015,0.068,88997.11836,1.78
Wisconsin,2015,0.045,93850.22701,1.85
Wyoming,2015,0.042,133697.4176,2.01
Alabama,2015,0.062,88684.9053,1.83
Alaska,2015,0.063,151018.6853,2.17
Arizona,2015,0.061,88763.13611,1.92
Arkansas,2015,0.051,83836.27187,1.98
California,2015,0.063,125225.824,1.79
Colorado,2015,0.038,110731.9459,1.75
Connecticut,2015,0.056,128228.0697,1.61
Delaware,2015,0.048,144471.4814,1.81
District of Columbia,2015,0.069,301028.5261,1.48
Florida,2015,0.056,88518.99673,1.77
Georgia,2015,0.061,103350.6732,1.85
Hawaii,2015,0.034,113247.6942,1.97
Idaho,2015,0.039,79330.95647,2.13
Illinois,2015,0.06,115469.2275,1.81
Indiana,2015,0.047,96273.97366,1.93
Iowa,2015,0.037,100731.5,2.01
Kansas,2015,0.042,99691.96819,2.05
Kentucky,2015,0.052,92605.09937,1.95
Louisiana,2015,0.063,108235.9084,1.96
Maine,2015,0.044,79171.47919,1.64
Maryland,2015,0.05,110773.5335,1.8
Massachusetts,2015,0.048,130333.4096,1.55
Michigan,2015,0.055,93343.52651,1.81
Minnesota,2015,0.038,106032.6736,1.93
Mississippi,2015,0.064,79728.13103,1.87
Missouri,2015,0.052,91244.78366,1.86
Montana,2015,0.043,87726.245,1.96
Nebraska,2015,0.03,110245.2478,2.15
Nevada,2015,0.069,97594.20508,1.86
New Hampshire,2015,0.034,96632.98128,1.59
New Jersey,2015,0.058,117880.3921,1.8
New Mexico,2015,0.067,95492.84559,1.9
New York,2015,0.053,143934.1754,1.71
North Carolina,2015,0.058,99703.34318,1.82
North Dakota,2015,0.028,137982.332,2.16
Ohio,2015,0.049,101387.24,1.87
Oklahoma,2015,0.044,107500.0573,2
Oregon,2015,0.055,96194.19482,1.7
Pennsylvania,2015,0.054,106273.4835,1.74
Rhode Island,2015,0.06,95029.48807,1.58
South Carolina,2015,0.06,84628.70141,1.79
South Dakota,2015,0.031,100788.8388,2.27
Tennessee,2015,0.057,99058.26327,1.85
Texas,2015,0.044,122844.9903,2.07
Utah,2015,0.035,97583.68984,2.29
Vermont,2015,0.035,84031.45516,1.58
Virginia,2015,0.044,107484.333,1.8
Washington,2015,0.054,124489.6217,1.82
West Virginia,2015,0.068,89078.23197,1.78
Wisconsin,2015,0.044,93864.76294,1.85
Wyoming,2015,0.042,133782.3838,2.01
Alabama,2015,0.062,89005.49425,1.83
Alaska,2015,0.062,151161.7247,2.17
Arizona,2015,0.061,88660.5643,1.92
Arkansas,2015,0.049,83848.59772,1.98
California,2015,0.062,125284.2348,1.79
Colorado,2015,0.037,110664.4015,1.75
Connecticut,2015,0.056,128476.9092,1.61
Delaware,2015,0.048,144207.6014,1.81
District of Columbia,2015,0.068,300599.3541,1.48
Florida,2015,0.055,88430.68353,1.77
Georgia,2015,0.06,103413.3562,1.85
Hawaii,2015,0.033,113191.2627,1.97
Idaho,2015,0.039,79213.40625,2.13
Illinois,2015,0.059,115442.0623,1.81
Indiana,2015,0.046,96122.36951,1.93
Iowa,2015,0.036,100838.5807,2.01
Kansas,2015,0.041,99707.86585,2.05
Kentucky,2015,0.052,92658.20169,1.95
Louisiana,2015,0.061,108538.3037,1.96
Maine,2015,0.043,79308.65147,1.64
Maryland,2015,0.049,110815.2446,1.8
Massachusetts,2015,0.047,130478.5571,1.55
Michigan,2015,0.054,93315.24628,1.81
Minnesota,2015,0.038,106020.1952,1.93
Mississippi,2015,0.063,79695.62835,1.87
Missouri,2015,0.05,91274.72167,1.86
Montana,2015,0.043,87721.32893,1.96
Nebraska,2015,0.03,110163.156,2.15
Nevada,2015,0.068,97559.01055,1.86
New Hampshire,2015,0.033,96748.08867,1.59
New Jersey,2015,0.056,118005.0462,1.8
New Mexico,2015,0.066,95580.25002,1.9
New York,2015,0.052,144066.7611,1.71
North Carolina,2015,0.057,99649.24306,1.82
North Dakota,2015,0.028,138096.2383,2.16
Ohio,2015,0.048,101466.5035,1.87
Oklahoma,2015,0.044,107595.0791,2
Oregon,2015,0.055,95972.51583,1.7
Pennsylvania,2015,0.054,106230.3746,1.74
Rhode Island,2015,0.059,95221.3637,1.58
South Carolina,2015,0.058,84637.13166,1.79
South Dakota,2015,0.031,100807.5287,2.27
Tennessee,2015,0.055,98993.72292,1.85
Texas,2015,0.044,122739.7198,2.07
Utah,2015,0.035,97392.83356,2.29
Vermont,2015,0.035,84183.53334,1.58
Virginia,2015,0.043,107573.4719,1.8
Washington,2015,0.054,124330.4837,1.82
West Virginia,2015,0.067,89225.5786,1.78
Wisconsin,2015,0.044,93867.1708,1.85
Wyoming,2015,0.042,133959.744,2.01
Alabama,2015,0.062,89313.14814,1.83
Alaska,2015,0.062,151279.9467,2.17
Arizona,2015,0.06,88574.19053,1.92
Arkansas,2015,0.048,83873.57338,1.98
California,2015,0.06,125328.1936,1.79
Colorado,2015,0.036,110570.1655,1.75
Connecticut,2015,0.055,128673.8256,1.61
Delaware,2015,0.047,143940.3408,1.81
District of Columbia,2015,0.068,300125.8999,1.48
Florida,2015,0.054,88330.46013,1.77
Georgia,2015,0.059,103461.7148,1.85
Hawaii,2015,0.033,113107.0581,1.97
Idaho,2015,0.039,79108.20613,2.13
Illinois,2015,0.059,115416.8236,1.81
Indiana,2015,0.046,95956.68371,1.93
Iowa,2015,0.036,100899.7615,2.01
Kansas,2015,0.04,99698.38008,2.05
Kentucky,2015,0.052,92643.18426,1.95
Louisiana,2015,0.061,108830.2439,1.96
Maine,2015,0.042,79427.74917,1.64
Maryland,2015,0.049,110873.015,1.8
Massachusetts,2015,0.047,130627.1997,1.55
Michigan,2015,0.052,93278.21941,1.81
Minnesota,2015,0.038,106025.6585,1.93
Mississippi,2015,0.063,79641.74751,1.87
Missouri,2015,0.049,91292.37131,1.86
Montana,2015,0.043,87674.56907,1.96
Nebraska,2015,0.03,110069.3309,2.15
Nevada,2015,0.067,97529.42212,1.86
New Hampshire,2015,0.033,96808.54209,1.59
New Jersey,2015,0.055,118116.8523,1.8
New Mexico,2015,0.066,95670.97766,1.9
New York,2015,0.05,144182.261,1.71
North Carolina,2015,0.057,99602.82278,1.82
North Dakota,2015,0.028,138119.8519,2.16
Ohio,2015,0.048,101541.1171,1.87
Oklahoma,2015,0.043,107711.0462,2
Oregon,2015,0.054,95743.40999,1.7
Pennsylvania,2015,0.053,106192.0758,1.74
Rhode Island,2015,0.058,95389.54706,1.58
South Carolina,2015,0.057,84647.24273,1.79
South Dakota,2015,0.03,100821.7732,2.27
Tennessee,2015,0.054,98944.31177,1.85
Texas,2015,0.045,122620.05,2.07
Utah,2015,0.035,97209.58978,2.29
Vermont,2015,0.035,84309.0589,1.58
Virginia,2015,0.042,107655.1194,1.8
Washington,2015,0.054,124163.1006,1.82
West Virginia,2015,0.066,89400.55085,1.78
Wisconsin,2015,0.043,93838.34564,1.85
Wyoming,2015,0.042,134168.2988,2.01
Alabama,2015,0.061,89574.09805,1.83
Alaska,2015,0.062,151375.7459,2.17
Arizona,2015,0.06,88484.82609,1.92
Arkansas,2015,0.046,83889.54306,1.98
California,2015,0.059,125325.382,1.79
Colorado,2015,0.035,110415.2566,1.75
Connecticut,2015,0.054,128804.2541,1.61
Delaware,2015,0.047,143660.4723,1.81
District of Columbia,2015,0.067,299670.0788,1.48
Florida,2015,0.053,88207.9808,1.77
Georgia,2015,0.059,103469.7899,1.85
Hawaii,2015,0.032,112984.4349,1.97
Idaho,2015,0.039,79008.23258,2.13
Illinois,2015,0.059,115348.8899,1.81
Indiana,2015,0.045,95756.69012,1.93
Iowa,2015,0.036,100890.8384,2.01
Kansas,2015,0.04,99653.98132,2.05
Kentucky,2015,0.052,92534.8746,1.95
Louisiana,2015,0.06,109061.1927,1.96
Maine,2015,0.041,79507.81115,1.64
Maryland,2015,0.048,110916.9566,1.8
Massachusetts,2015,0.046,130737.8999,1.55
Michigan,2015,0.051,93206.54382,1.81
Minnesota,2015,0.038,106009.8692,1.93
Mississippi,2015,0.063,79536.28163,1.87
Missouri,2015,0.048,91282.45561,1.86
Montana,2015,0.043,87589.98601,1.96
Nebraska,2015,0.03,109962.5303,2.15
Nevada,2015,0.066,97490.71908,1.86
New Hampshire,2015,0.032,96802.9486,1.59
New Jersey,2015,0.053,118192.5882,1.8
New Mexico,2015,0.066,95738.0636,1.9
New York,2015,0.049,144233.9162,1.71
North Carolina,2015,0.056,99544.30549,1.82
North Dakota,2015,0.028,138060.1589,2.16
Ohio,2015,0.047,101570.9612,1.87
Oklahoma,2015,0.043,107804.5544,2
Oregon,2015,0.053,95495.1789,1.7
Pennsylvania,2015,0.053,106138.1208,1.74
Rhode Island,2015,0.057,95526.18062,1.58
South Carolina,2015,0.056,84628.776,1.79
South Dakota,2015,0.03,100809.9767,2.27
